Adams,Johnny Ned Adams,Knight,2006,Nord-du-Québec,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2184
Auger,François A. Auger,Knight,2003,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1799
Batshaw,Manuel G. Batshaw,Knight,1995,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=169
Beaubien,Jeanine C. Beaubien,Officer,2004,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=457
Beaulieu,Charles E. Beaulieu,Knight,1998,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=171
Beaulieu,Jacques A. Beaulieu,Grand Officer,1999,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=352
Benessahraoui,El Habib Benessahraoui,Knight,2007,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2336
Bergeron,Michel G. Bergeron,Officer,2008,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=485
Bergeron Ling,Louise Bergeron Ling,Knight,2005,Lanaudière,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1981
Blais,Roger A. Blais,Officer,1995,Laval,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=66
Bourassa,Martial G. Bourassa,Knight,1999,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=368
Boyd,Robert A. Boyd,Officer,2001,Montérégie,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1561
Brown,Robert E. Brown,Officer,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2116
Cabot,Francis Higginson Cabot,Knight,2000,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1584
Cain,Michael H. Cain,Knight,2005,SaguenayLac-Saint-Jean,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1976
Chung,Young Sup Chung,Knight,1993,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=199
Cloutier,Gilles G. Cloutier,Officer,1989,Laval,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=77
Cohen,Morley Mitchell Cohen,Knight,1995,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=200
Cormier,Monique C. Cormier,Knight,2011,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2720
Cyrenne,Roland O. Cyrenne,Knight,1997,Laval,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=203
Dalcourt Gauvin,Andrée Dalcourt Gauvin,Knight,2005,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1925
Dallaire,Roméo A. Dallaire,Grand Officer,2005,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=665
de Champlain,Jacques de Champlain,Officer,1999,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=357
De Grandpré,Louis-Philippe De Grandpré,Grand Officer,1998,Montérégie,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=28
De Koninck,Jean-Marie De Koninck,Knight,1999,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=373
de la Sablonnière,Marcel de la Sablonnière,Knight,1988,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=207
De Ravinel,Hubert De Ravinel,Knight,2002,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1406
De Tonnancour,Jacques De Tonnancour,Officer,1993,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=85
De Vilallonga Rosell,Jesus Carlos De Vilallonga Rosell,Knight,2011,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2817
de Villers,Marie-Éva de Villers,Knight,1999,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=375
Desmarais jr,Paul Desmarais jr,Officer,2009,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2557
Douglas,James H. Douglas,Officer,2010,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2679
Dumesnil,Jean G. Dumesnil,Knight,2004,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1955
Dupuis Angers,Renée Dupuis Angers,Officer,1996,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=92
Elhilali,Mostafa M. Elhilali,Officer,2009,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2476
Feindel,William Howard Feindel,Grand Officer,2002,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1712
Fernet Gervais,Solange Fernet Gervais,Knight,1993,Mauricie,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=219
Ferretti Barth,Marisa Ferretti Barth,Knight,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=770
Fortier,L. Yves Fortier,Officer,2006,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=780
Freedman,Samuel O. Freedman,Knight,2004,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1683
Gagnon,Charles F. Gagnon,Knight,1991,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=222
Gagnon Dionne,Claudette Gagnon Dionne,Knight,1996,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=224
Gagnon Pratte,France Gagnon Pratte,Officer,2005,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1431
Gervais,Richard G. Gervais,Knight,2010,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2340
Gold,Alan B. Gold,Officer,1985,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=98
Goldbloom,Victor C. Goldbloom,Officer,1991,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=100
Gonzàlez Paràs,José Natividad Gonzàlez Paràs,Officer,2009,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2561
Gouin Décarie,Thérèse Gouin Décarie,Officer,1994,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=101
Grimard,Gabrielle B. Grimard,Knight,1993,SaguenayLac-Saint-Jean,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=237
Guillevin Wood,Jeannine Guillevin Wood,Officer,1999,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=359
Hanganu,Dan S. Hanganu,Officer,2005,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2104
Humphrey,John Peters Humphrey,Officer,1985,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=109
Jacobson Low-Beer,Edith Jacobson Low-Beer,Officer,2007,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2114
Jarislowsky,Stephen A. Jarislowsky,Grand Officer,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1505
Jarislowsky,Stephen A. Jarislowsky,Knight,2002,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1505
Jasper,Herbert H. Jasper,Grand Officer,1996,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=37
Johnson,Pierre Marc Johnson,Grand Officer,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2439
Jonas,John Joseph Jonas,Knight,2000,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1485
Landry,Roger D. Landry,Officer,1992,Mauricie,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=115
Larocque Blackburn,Jeanne Larocque Blackburn,Officer,2004,SaguenayLac-Saint-Jean,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1861
Le Sauteur,Claude Le Sauteur,Knight,2000,Capitale-Nationale,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1437
Leblond,Charles Philippe Leblond,Grand Officer,2001,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1634
Lecours,André Roch Lecours,Officer,1997,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=117
Lee,Jack Wing Lee,Knight,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=982
Lemieux,Jean Paul Lemieux,Grand Officer,1997,Capitale-Nationale,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=44
Lessard,Roger A. Lessard,Knight,2002,Capitale-Nationale,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1718
Lussier Bessette,Monique Lussier Bessette,Knight,1997,Montérégie,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=272
Mackey,William Françis Mackey,Knight,1996,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=273
Matte,Nicolas Mateesco Matte,Knight,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1048
Mayor Zaragoza,Federico Mayor Zaragoza,Officer,1995,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=397
Ménard,L. Jacques Ménard,Officer,2010,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1056
Molson,Hartland de Montarville Molson,Officer,2000,Montréal,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1075
Mount,Balfour M. Mount,Officer,1988,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=130
Palardy,Lorraine B. Palardy,Knight,2007,Montérégie,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2179
Papineau,Robert L. Papineau,Officer,2005,Montérégie,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1990
Paterson,Alexander Kennedy Paterson,Officer,1994,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=135
Pathy,Constance V. Pathy,Knight,2006,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2016
Pearson Murphy,Beverley Élaine Pearson Murphy,Officer,1987,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=136
Poirier,Anne Claire Poirier,Knight,1985,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=305
Poirier,Anne Claire Poirier,Officer,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=305
Porter,John R. Porter,Knight,2002,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1741
Pound,Richard W. Pound,Officer,1993,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=146
Pujol Soley,Jordi Pujol Soley,Officer,1996,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=399
Rouleau,Guy A. Rouleau,Officer,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2303
Roy,David J. Roy,Officer,2000,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1260
Saint Pierre,Marie Saint Pierre,Knight,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1317
Samson,Colette L. Samson,Knight,1987,Capitale-Nationale,true,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=318
Saputo,Emanuele (Lino) Saputo,Officer,2011,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2710
Sarsfield,Mairuth Hodge Sarsfield,Knight,1985,Elsewere in Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=320
Sauvé,Gilles G. Sauvé,Knight,2007,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2271
Schiller,Peter W. Schiller,Officer,1999,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=365
Schmeelk,Richard J. Schmeelk,Knight,2005,Outside Canada,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2111
Scriver,Charles R. Scriver,Grand Officer,1997,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=55
Segal,Alvin Cramer Segal,Officer,2011,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1962
Seidah,Nabil G. Seidah,Officer,1997,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=153
Shapiro,Bernard J. Shapiro,Grand Officer,2004,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1715
Simons,Gordon Donald Simons,Knight,2005,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2034
Smith,Larry W. Smith,Knight,2010,Montérégie,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1698
Spinelli,E.  Noël Spinelli,Knight,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=1303
Stewart,Liliane M. Stewart,Officer,1989,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=155
Velan,A. Karel Velan,Knight,2005,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2094
Venditelli Faita,Elena Venditelli Faita,Knight,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2429
Vijh,Ashok K. Vijh,Knight,1987,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=337
Vijh,Ashok K. Vijh,Officer,2008,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=337
Warren,J. C. Roger Warren,Knight,2005,Capitale-Nationale,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=2052
Waxman,Phyllis Harriet Godfrey Waxman,Knight,1988,Montréal,false,http://www.ordre-national.gouv.qc.ca/membres/membre-en.asp?id=341
